title|overall_price|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
3-.pok.mieszkanie w Sopocie Dolnym!|1400000.24|76.94|3|0.0|secondary|0|0|1920.0|1.0|Mieszkanie|0.0|18196.0|0|0|0| floriana ceynowy|dolny sopot|sopot|54.448002|18.564929
Wyjątkowy dom Suchanino z ogrodem do aranżacji|1799000.0|175.0|7||secondary|1|0|1910.0|0.0|Dom bliźniak|1.0|10280.0|0|1|0| null|suchanino|gdansk|54.355805|18.607162
Kapitalna inwestycja lub mieszkanie dla siebie|1998843.0|357.0|6||secondary|1|0|1986.0|0.0|Dom wolnostojący|1.0|5599.0|1|1|0| olgierda|mały kack|gdynia|54.4772|18.518346
Luksusowy Apartament z ogrodem zimowym, przy plaży|3200025.6|81.6|4|2.0|secondary|1|1|2010.0|1.0|Mieszkanie|0.0|39216.0|1|0|0| wypoczynkowa|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
Funkcjonujący Gotowiec Inwestycyjny|664964.0|74.0|6|3.0|secondary|0|0|1990.0|0.0|Mieszkanie|1.0|8986.0|1|0|0| antoniego ledóchowskiego 1|obłuże|gdynia|54.559172|18.50702
Mieszkanie - Gdańsk Przymorze|770000.0|50.0|3|1.0|secondary|0|1|1970.0|0.0|Mieszkanie|1.0|15400.0|1|0|0| śląska|przymorze|gdansk|54.406362|18.581337
Elegancki Apartament przy plaży|2199976.54|74.53|2|2.0|secondary|1|1|2006.0|1.0|Mieszkanie|0.0|29518.0|1|0|0| piastowska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
Apartament z widokiem na morze, Gdańsk Letnica|1949985.0|85.0|3|15.0|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|22941.0|0|0|0| sucha|letnica|gdansk|54.393426|18.644428
Nowy apartament w niezwykłej lokalizacji|642712.0|56.0|3|3.0|secondary|0|1|2023.0|1.0|Mieszkanie|0.0|11477.0|1|0|0| szczęśliwa|jasień|gdansk|54.353876|18.526168
Parter domu na sprzedaż! do remontu!|798958.0|83.0|5|0.0|secondary|1|0|1968.0|0.0|Mieszkanie|0.0|9626.0|0|1|0| szarych szeregów|redłowo|gdynia|54.492573|18.54671
Mieszkanie w doskonałej lokalizacji|889992.0|70.5|3|0.0|secondary|1|0|2006.0|1.0|Mieszkanie|0.0|12624.0|0|0|1| janiny porazińskiej|karwiny|gdynia|54.474587|18.481476
Mieszkanie 2 - pokojowe Gdynia Śródmieście 49,4 m2|619988.46|49.37|2|4.0|secondary|0|0|1954.0|1.0|Mieszkanie|1.0|12558.0|1|0|0| władysława iv|śródmieście|gdynia|54.51567|18.538271
Jaśkowa Dolina siedziba firmy biura mieszkanie|1549974.9999999998|177.14|6|2.0|secondary|1|0|1910.0|1.0|Mieszkanie|1.0|8750.0|0|0|0| jaśkowa dolina|wrzeszcz|gdansk|54.369968|18.596816
Mieszkanie z duszą, w świetnej lokalizacji.|1885356.0|81.0|2|1.0|secondary|1|0|1920.0|0.0|Mieszkanie|1.0|23276.0|0|0|0| fryderyka chopina|dolny sopot|sopot|54.441563|18.567486
MIeszkanie przy plaży z widokiem na morze|1850000.0|80.0|2|3.0|secondary|1|0|1905.0|0.0|Mieszkanie|1.0|23125.0|0|0|0| parkowa|dolny sopot|sopot|54.4409635|18.561271
Ekskluzywny lokal|2676000.0|111.5|4|4.0|secondary|1|1|2012.0|1.0|Mieszkanie|0.0|24000.0|1|0|0| plac kaszubski|śródmieście|gdynia|54.521897|18.543056
Dwupoziomowy apartament w Górnym Sopocie z garażem|4699926.0|154.0|5|2.0|secondary|1|1|2010.0|1.0|Mieszkanie|0.0|30519.0|1|0|0| stefana żeromskiego|górny sopot|sopot|54.440345|18.547052
Dom - Gdynia Mały Kack|253204.0|28.0|5||secondary|1|0|2011.0|0.0|Dom wolnostojący|1.0|9043.0|0|0|1| wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716
2 mieszkania po 27 m2 - blisko plaży - idealne pod inwestycję|750006.0|54.0|3|2.0|secondary|1|0|1980.0|1.0|Mieszkanie|0.0|13889.0|0|0|0| dworska|brzeźno|gdansk|54.405621|18.629799
Apartament w Dolnym Sopocie   5 minut od Monciaka|1050007.6|35.33|2|2.0|secondary|0|0|1930.0|0.0|Mieszkanie|0.0|29720.0|0|0|0| tadeusza kościuszki|dolny sopot|sopot|54.438728|18.56428
Dom doskonały pod działalność jak i dla rodziny!|1679948.0|148.0|4||secondary|1|0|2017.0|0.0|Dom wolnostojący|0.0|11351.0|0|0|0| null|ujeścisko-łostowice|gdansk|54.333711|18.591182
Wyspa Spichrzów, Gdańsk, Granaria, apartament|909986.4|27.9|1|6.0|secondary|1|0|2020.0|0.0|Mieszkanie|0.0|32616.0|1|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
Wyspa Spichrzów, Gdańsk, Granaria, apartament|945001.4|28.97|1|6.0|secondary|1|0|2020.0|0.0|Mieszkanie|0.0|32620.0|1|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
2 pokojowe mieszkanie w centrum Sopotu- inwestycja|596238.0|43.0|2|0.0|secondary|0|0|1905.0|0.0|Mieszkanie|0.0|13866.0|0|0|0| podjazd|dolny sopot|sopot|54.4409635|18.561271
4 pokojowe mieszkanie w centrum Sopotu- inwestycja|699004.7999999999|56.01|4|0.0|secondary|0|0|1905.0|0.0|Mieszkanie|0.0|12480.0|0|0|0| podjazd|dolny sopot|sopot|54.4409635|18.561271
Mieszkanie na sprzedaż|749007.0|63.0|4|4.0|secondary|0|0|1978.0|0.0|Mieszkanie|0.0|11889.0|0|0|0| warneńska|piecki-migowo|gdansk|54.356106|18.584311
Mieszkanie 3-pokojowe, spacer od fontanny Neptuna!|1050005.0|55.0|3|0.0|secondary|0|0|1956.0|0.0|Mieszkanie|1.0|19091.0|0|0|0| ogarna|śródmieście|gdansk|54.347865|18.651385
Dom 80m od plaży na Kamiennej Górze w Gdyni|9799920.0|351.0|8||secondary|1|0|1993.0|0.0|Dom wolnostojący|0.0|27920.0|0|0|0| null|kamienna góra|gdynia|50.622272|5.573084
Mieszkanie 90m² ul. Warszawska, Gdynia|1398960.0|90.0|5|4.0|secondary|0|0|1935.0|0.0|Mieszkanie|0.0|15544.0|0|0|0| warszawska|działki leśne|gdynia|54.515929|18.53106
Dom wolnostojący z garażem gdynia dąbrowa!|1849057.0|217.0|5||secondary|0|0|2008.0|0.0|Dom wolnostojący|0.0|8521.0|0|0|0| null|dąbrowa|gdynia|54.473863|18.465794
Prestiżowe osiedle! Widok na morze!|1199993.1|55.85|2|7.0|secondary|1|0|2021.0|0.0|Mieszkanie|0.0|21486.0|1|0|0| starowiejska|letnica|gdansk|54.394982|18.646767
Apartament z ogródkiem, Sopot, zamknięte osiedle.|149889.3|58.3|2|0.0|secondary|1|0|2011.0|1.0|Mieszkanie|0.0|2571.0|0|0|0| władysława łokietka|karlikowo|sopot|54.433407|18.579679
Dwuzpoziomowy apartament 5 pokoi garnizon 120m2|2190060.0|138.0|5|5.0|secondary|1|1|2011.0|1.0|Mieszkanie|0.0|15870.0|0|0|0| antoniego słonimskiego|wrzeszcz|gdansk|54.383986|18.590556
Jeden dom - wiele możliwości, gdynia ul. olgierda|1998843.0|357.0|6||secondary|1|0|1986.0|0.0|Dom wolnostojący|0.0|5599.0|0|0|0| olgierda|mały kack|gdynia|54.4772|18.518346
Pięknie wykończone 3 pokoje po generalnym remoncie|499012.5|52.5|3|2.0|secondary|0|0|1985.0|0.0|Mieszkanie|1.0|9505.0|1|0|0| adm. j. unruga|obłuże|gdynia|54.553725|18.498056
Stylowe 2pok Sopot Haffnera parking morze plaża|168390.0|6.0|2|4.0|secondary|1|0|1910.0|1.0|Mieszkanie|1.0|28065.0|1|0|0| jana jerzego haffnera|dolny sopot|sopot|54.450494|18.561312
Gdańsk, Siedlce, 4 pokoje w Super lokalizacji!|750001.75|92.65|4|1.0|secondary|0|0|1930.0|0.0|Mieszkanie|1.0|8095.0|0|0|0| jana chryzostoma paska|siedlce|gdansk|54.350666|18.629887
Mieszkanie 3-pokojowe z miejscem parkingowym|630008.0|61.0|3|3.0|secondary|1|0|2002.0|1.0|Mieszkanie|1.0|10328.0|1|0|0| pl. artemidy|ujeścisko-łostowice|gdansk|54.311251|18.568897
Mieszkanie po remoncie, blisko Neptuna|85062.0|6.0|4|0.0|secondary|0|0|1960.0|0.0|Mieszkanie|1.0|14177.0|1|0|0| żabi kruk|śródmieście|gdansk|54.34397|18.64914
Sprzedam mieszkanie 2 pok. Gdynia Wielki Kack - Osiedle Panorama|529992.3999999999|42.8|2|1.0|secondary|0|0|1998.0|1.0|Mieszkanie|1.0|12383.0|1|0|0| lipowa 4|wielki kack|gdynia|54.469997|18.488945
Mieszkanie Gdańsk Łostowice 3 pokoje balkon miejsce parkingowe|569015.99|48.83|3|2.0|secondary|0|0|2022.0|1.0|Mieszkanie|0.0|11653.0|0|0|0| niepołomicka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Inwestycyjne w sercu Wrzeszcza|598993.5900000001|57.59|2|2.0|secondary|1|0|1955.0|1.0|Mieszkanie|1.0|10401.0|0|0|0| klonowa|wrzeszcz|gdansk|54.381786|18.606236
Klimatyczne Mieszkanie / biuro 128m2 w centrum|1761135.0000000002|128.55|4|3.0|secondary|0|1|1930.0|1.0|Mieszkanie|0.0|13700.0|0|0|0| świętojańska|śródmieście|gdynia|54.5198415|18.538188
Atrakcyjny dom na Dąbrowie blisko lasu !|1889985.54|217.09|5||secondary|1|0|2001.0|1.0|Dom wolnostojący|0.0|8706.0|1|1|0| null|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie 4 - pokojowe Gdynia ul. Bema 83 m2|1180020.0|83.1|4|2.0|secondary|1|0|1935.0|1.0|Mieszkanie|1.0|14200.0|0|0|0| bema józefa|śródmieście|gdynia|54.5198415|18.538188
Mieszkanie 2 pokojowe  Gdańsk Stare  Miasto|616490.0|35.0|2|2.0|secondary|1|0|1966.0|1.0|Mieszkanie|1.0|17614.0|0|0|0| podzamcze|śródmieście|gdansk|54.354108|18.65527
Mieszkanie - Gdańsk Śródmieście|950022.0|54.0|2|5.0|secondary|1|1|2022.0|1.0|Mieszkanie|1.0|17593.0|1|0|0| łąkowa|śródmieście|gdansk|54.342169|18.660846
Mieszkanie blisko centrum z działką 608 m2|1099023.6|78.8|3|0.0|secondary|1|0|1976.0|0.0|Mieszkanie|1.0|13947.0|0|1|0| leona wyczółkowskiego|siedlce|gdansk|54.353591|18.626091
Dwupoziomowy apartament, widok na centrum Gdańska|1499874.4|147.8|6|3.0|secondary|1|0|1997.0|1.0|Mieszkanie|0.0|10148.0|0|0|0| null|siedlce|gdansk|52.412165|22.009869
Dom szeregowy - Gdynia Dąbrowa|1469952.0|198.0|5||secondary|1|0|1990.0|1.0|Dom szeregowy|1.0|7424.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
AMprojekt- Perspectum Gdańsk Jasień/Zabornia Ostatni dom! 5A|1927989.81|243.71|6||primary|1|0|2023.0|1.0|Dom bliźniak|0.0|7911.0|1|1|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 3.A.07 - Odbiór mieszkania już w tym roku!|670038.04|76.76|4|1.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|8729.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Mieszkanie B.2.09 Budynek B, Duet Jaśkowa Dolina|1446746.0|89.86|5|3.0|primary|1|1|2025.0|1.0|Mieszkanie|0.0|16100.0|0|1|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Mieszkanie A18 Osiedle Srebrniki 63.85m2|906670.0|63.85|3|3.0|primary|0|1|2024.0|0.0|Mieszkanie|0.0|14200.0|1|0|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
LUNA Gdańsk Galaktyczna mieszkanie 2-pokojowe z balkonem|413009.85|37.95|2|1.0|primary|1|1|2025.0|0.0|Mieszkanie|0.0|10883.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Promocja - Dom 2|2222001.8000000003|187.4|5||primary|1|0|2024.0|1.0|Dom szeregowy|1.0|11857.0|0|1|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
B9 - Apartamenty Sopot Portal Blue|2337500.0|106.25|5|2.0|primary|0|0|2023.0|0.0|Mieszkanie|0.0|22000.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Dom w zabudowie bliźniaczej Gdynia Wiczlino|144978.0|146.0|5||primary|0|0|2024.0|0.0|Dom bliźniak|0.0|993.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Quercus   B2.74|47316.6|43.65|2|1.0|primary|0|1|2025.0|0.0|Mieszkanie|0.0|1084.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
B5 - Apartamenty Sopot Portal Blue|2344100.0|106.55|5|2.0|primary|0|0|2024.0|0.0|Mieszkanie|0.0|22000.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Srebrny Kadr dom 150m2 - 5 sypialni + Salon|1420050.0|150.0|6||primary|0|0|2023.0|1.0|Dom bliźniak|0.0|9467.0|0|1|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
3-pokojowe mieszkanie w otulinie leśnej - Gdynia|689903.2000000001|55.84|3|1.0|primary|0|0|2024.0|0.0|Mieszkanie|0.0|12355.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Jasieńska Living   Nowoczesna willa miejska B2|2349984.0|224.0|5||primary|0|0|2023.0|0.0|Dom bliźniak|0.0|10491.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Activa Deweloper - Cygańska Góra 5 - B.09 - gotowe do odbioru!!|852624.0|44.64|2|2.0|primary|1|1|2023.0|0.0|Mieszkanie|0.0|19100.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - OPTIMA - mieszkanie 2-pok. 44.66 m2|487151.28|44.66|2|3.0|primary|1|0|2025.0|1.0|Mieszkanie|1.0|10908.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - Koncept - mieszkanie 2-pok. 45.77 m2|51399.71000000001|45.77|2|1.0|primary|1|0|2024.0|1.0|Mieszkanie|1.0|1123.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - Koncept -  Gotowe do odbioru mieszkanie 2-pok. 48.35 m2 ogródek|548289.0|48.35|2||primary|1|0|2023.0|1.0|Mieszkanie|1.0|11340.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - OPTIMA -  Gotowe do odbioru mieszkanie 2-pok. 39.42 m2 ogródek, mieszkanie przystosowane do potrzeb osób niepełnosprawnych|451051.2|39.4|2||primary|1|0|2023.0|1.0|Mieszkanie|1.0|11448.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Javorova   20B/M47|621058.3200000001|56.24|3|5.0|primary|0|1|2023.0|0.0|Mieszkanie|0.0|11043.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Leszczynowy Park - mieszkanie 4.A.12 - Gotowe do odbioru! Miejsce postojowe naziemne w cenie mieszkania!|646002.21|70.21|3|3.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|9201.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Leszczynowy Park - mieszkanie 6.A.11 - Park na terenie osiedla!|597480.0|57.45|3|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10400.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Leszczynowy Park - mieszkanie 6.A.4 - Park na terenie osiedla!|488963.97|41.91|2|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|11667.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 3.A.11 - Odbiór mieszkania już w tym roku!|685006.24|76.76|4|2.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|8924.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 5.A.03 - Nowość w ofercie!|549977.3099999999|54.61|3|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10071.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 3.A.18 - Mieszkanie gotowe do odbioru w 2024 r.!|499019.64|49.56|2|4.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|10069.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 4.A.11 - Boisko, małpi gaj, place zabaw!|456982.02|43.14|2|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10593.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 5.A.06 - Nowość w ofercie!|39984.84|33.21|2|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|1204.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Polana Kampinoska - mieszkanie B.1.2 - Nowość w ofercie!|881772.0|78.8|4|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|11190.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Polana Kampinoska - mieszkanie C.1.7 - Kameralne osiedle!|598192.0|54.88|3|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10900.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Polana Kampinoska - mieszkanie D.1.5 - Kameralne osiedle!|498996.06|42.41|2|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|11766.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Nowe Południe - mieszkanie 3.B.03 - Najmłodsza dzielnica Gdańska!|598790.4|62.4|3|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|9596.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Nowe Południe - mieszkanie 4.A.08 - Nowość w ofercie!|464995.56|44.26|2|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10506.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Jasieny   Mieszkanie 3 pokoje - B7-M1|468720.0|43.4|2|0.0|primary|0|0|2024.0|0.0|Mieszkanie|0.0|10800.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Quercus   B2.7|438284.43|39.51|2|0.0|primary|0|1|2025.0|0.0|Mieszkanie|0.0|11093.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Javorova   22B/M30|632885.0|55.0|3|4.0|primary|0|1|2023.0|0.0|Mieszkanie|0.0|11507.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Wzgórze Zeusa  Gdańsk Kowale|299002.86|28.99|3|2.0|primary|0|1|2024.0|1.0|Mieszkanie|0.0|10314.0|0|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Jasieny   Mieszkanie 3 pokoje - B7-M2|567945.0|54.09|3|0.0|primary|0|0|2024.0|0.0|Mieszkanie|0.0|10500.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Jasieny  Mieszkanie dwupoziomowe - 3 pokoje - B5-M3|757554.0|74.27|3|1.0|primary|0|0|2024.0|0.0|Mieszkanie|0.0|10200.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Jasieny   Mieszkanie dwupoziomowe - 4 pokoje - B5-M4|943152.0|96.24|4|1.0|primary|0|0|2024.0|0.0|Mieszkanie|0.0|9800.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Lokal inwestycyjny 20 m2|43434.0|19.0|1|1.0|primary|0|0|2025.0|0.0|Mieszkanie|0.0|2286.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Apartament inwestycyjny 27 m2|53433.0|27.0|1|3.0|primary|0|0|2025.0|0.0|Mieszkanie|0.0|1979.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Apartament inwestycyjny 31 m2|675583.0|31.0|2|1.0|primary|0|0|2025.0|0.0|Mieszkanie|0.0|21793.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 5.A.02 - Nowość w ofercie!|550990.65|55.65|3|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|9901.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 4.A.41 - Boisko, małpi gaj, place zabaw!|457973.76|40.96|2|3.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|11181.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Polana Kampinoska - mieszkanie A.1.3 - Nowość w ofercie!|977600.0|94.0|4|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10400.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Leszczynowy Park - mieszkanie 6.A.13 - Park na terenie osiedla!|480760.6|41.9|2|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|11474.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Leszczynowy Park - mieszkanie 6.A.20 - Park na terenie osiedla!|609027.4500000001|57.45|3|2.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10601.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Nowe Południe - mieszkanie 3.A.06 - Najmłodsza dzielnica Gdańska!|448768.81|43.33|2|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10357.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Nowe Południe - mieszkanie 4.A.15 - Nowość w ofercie!|473980.34|44.26|2|2.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10709.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Nowe Południe - mieszkanie 3.A.09 - Najmłodsza dzielnica Gdańska!|598984.47|63.81|3|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|9387.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Nowe Południe - mieszkanie 3.A.04 - Dwa ogródki!|603022.1699999999|63.19|3|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|9543.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - OPTIMA - mieszkanie 3-pok. 56.13 m2|56971.95|56.13|3|1.0|primary|1|0|2024.0|1.0|Mieszkanie|1.0|1015.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - OPTIMA - mieszkanie 2-pok. 51.07 m2|523978.2|51.07|2|2.0|primary|1|0|2024.0|1.0|Mieszkanie|1.0|10260.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Quercus   B2.42|40627.84|31.84|1|4.0|primary|0|1|2025.0|0.0|Mieszkanie|0.0|1276.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Javorova   22B/M5|678809.16|57.24|3|0.0|primary|0|1|2023.0|0.0|Mieszkanie|0.0|11859.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Wille Matemblevo|2899000.0|200.0|5||primary|1|0|2023.0|0.0|Dom wolnostojący|1.0|14495.0|0|1|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Dom szeregowy - 1A|2549992.4000000004|147.74|5||primary|1|0|2024.0|0.0|Dom szeregowy|1.0|17260.0|1|0|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
A1 - promocja - Apartamenty Sopot Portal Blue z ogródkiem|1506825.0|66.97|4|0.0|primary|0|1|2024.0|0.0|Mieszkanie|0.0|22500.0|0|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - RYTM -  Gotowe do odbioru mieszkanie 3-pok. 64.16 m2|727574.3999999999|64.16|3|3.0|primary|1|0|2024.0|1.0|Mieszkanie|1.0|11340.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - RYTM -  Gotowe do odbioru mieszkanie 3-pok. 67.29 m2|82833.99|67.29|3|4.0|primary|1|0|2024.0|1.0|Mieszkanie|1.0|1231.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - OPTIMA - mieszkanie 2-pok. 43.26 m2|467208.0|43.26|2|2.0|primary|1|0|2025.0|1.0|Mieszkanie|1.0|10800.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
INPRO S.A. - City Park - mieszkanie 2-pok. 46.54 m2|914790.24|46.54|2|7.0|primary|1|0|2026.0|1.0|Mieszkanie|1.0|19656.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Wygodny, przestronny dom na skraju lasu w gdyńskiej dzielnicy Dąbrowa|1800000.0|200.0|6||primary|1|0|2024.0|0.0|Dom bliźniak|0.0|9000.0|0|1|1| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Dom 257 m2 w Gdańsku ul. Kartuska, działka 647 m2|232932.60000000003|257.1|5||primary|1|0|2024.0|1.0|Dom szeregowy|0.0|906.0|0|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Dom 184 m2 w Gdańsku ul. Kartuska|1830050.4|183.74|5||primary|1|0|2024.0|1.0|Dom szeregowy|0.0|9960.0|0|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Dom 184 m2 w Gdańsku ul. Kartuska, działka 353 m2|19660.18|183.74|5||primary|1|0|2024.0|1.0|Dom szeregowy|0.0|107.0|0|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Quercus   B2.37|484755.93|43.17|2|3.0|primary|0|1|2025.0|0.0|Mieszkanie|0.0|11229.0|0|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Polana Kampinoska - mieszkanie D.1.2 - Kameralne osiedle!|687025.25|72.25|3|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|9509.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Polana Kampinoska - mieszkanie A.1.4 - Nowość w ofercie!|850803.6|78.8|4|1.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10797.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 3.B.06 - Odbiór mieszkania już w tym roku!|670038.04|76.76|4|1.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|8729.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 4.A.51 - Boisko, małpi gaj, place zabaw!|394974.1|31.93|2|4.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|12370.0|1|0|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
Urzeka - mieszkanie 4.A.09 - Boisko, małpi gaj, place zabaw!|604997.64|63.06|3|0.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|9594.0|1|1|0| serdecznikowa|dąbrowa|gdynia|54.471546|18.467438
