title|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
Wyjątkowy apartament 4 pokojowy w Sopocie|87.0|4.0|1-3|secondary|0|0|1910.0|0.0|Apartment|0.0|19287.36|0|0|0|zajęcze wzgórze|górny sopot|sopot|54.4409635|18.561271
Gdańsk Starówka - atrakcyjna lokalizacja i cena|83.0|3.0|1-3|secondary|1|1|2020.0|0.0|Apartment|0.0|28313.25|0|0|0||śródmieście|gdansk|54.34902|18.6518
4 pok.2 miejsca w hali,komórka,loggia,Garnizon|98.4|4.0|1-3|secondary|1|1|2016.0|1.0|Apartment|0.0|22347.56|1|0|0|karola szymanowskiego|strzyża|gdansk|54.384105|18.588644
Apartament Lux 3 pokoje balokn garaż piwnica|90.84|3.0|1-3|secondary|1|1|2023.0|0.0|Apartment|1.0|22567.15|1|0|0|jana z kolna|śródmieście|gdynia|54.523261|18.536777
Mieszkanie 2-pokojowe dla rodziny I Gdańsk - Stogi|53.51|2.0|1-3|secondary|0|0|1966.0|0.0|Apartment|0.0|9437.49|0|0|0||stogi|gdansk|54.373462|18.729718
Gdańsk Granaria mieszkanie inwestycyjne|68.19|1.0|1-3|primary|0|0|2020.0|0.0|Apartment|0.0|22500.0|0|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253
Okazja 2 pokoje komórka balkon|59.98|2.0|1-3|secondary|0|0|2020.0|0.0|Apartment|0.0|8002.67|1|0|0|niepołomicka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
BRABANK mieszkanie z balkonem|54.52|2.0|1-3|secondary|1|1|2020.0|0.0|Apartment|0.0|31126.19|1|0|0|stara stocznia|śródmieście|gdansk|54.355462|18.661959
Po całkowitym remoncie, 2-pokojowe, bardzo jasne!|45.0|2.0|1-3|secondary|0|0|1975.0|0.0|Apartment|1.0|12200.0|1|0|0||orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
"Duży Balkon | Do Zamieszkania | 15Min Centrum"|55.57|3.0|1-3|secondary|0|1|2017.0|0.0|Apartment|0.0|13658.45|0|0|0|gen. mariusza zaruskiego|chwarzno-wiczlino|gdynia|52.222328|21.047597
Dwupoziomowe mieszkanie z widokiem na morze!|92.0|5.0|1-3|secondary|1|1|2022.0|0.0|Apartment|0.0|11684.78|0|0|0||oksywie|gdynia|54.543019|18.536056
"Mieszkanie w otoczeniu zieleni | Orunia Górna"|69.0|3.0|1-3|secondary|1|0|1997.0|0.0|Apartment|1.0|10507.25|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
"Nowoczesne 4 pokoje | 95,5m2 | Gdańsk - Osowa"|95.5|4.0|1-3|secondary|1|0|2008.0|0.0|Apartment|0.0|9623.04|0|0|0||osowa|gdansk|54.430298|18.470018
PROMOCJE do soboty NIE przegap 12min od Gdańsk Gł|57.31|3.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|9299.69|0|1|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
3 pokojowe mieszkanie po remoncie z 150m2 ogrodem!|55.73|3.0|0|secondary|0|0|1986.0|0.0|Apartment|1.0|12542.62|1|1|1|janiny porazińskiej|karwiny|gdynia|54.472093|18.496298
Centrum Gdańska - Inwestycja - Podział|129.0|4.0|1-3|secondary|0|0|1930.0|0.0|Apartment|1.0|12325.58|0|0|0|górka|śródmieście|gdansk|54.34974|18.639844
"Wyprzedaż 2 pokoje | Dni Otwarte % % %"|42.0|2.0|1-3|secondary|1|1|2024.0|1.0|Apartment|0.0|9718.26|1|0|0|borkowska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Odrębna kuchnia i 3 pok - Super Promocja!|53.27|3.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9533.41|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie gotowe do wprowadzenia.|64.0|3.0|8+|secondary|0|1|1980.0|0.0|Apartment|1.0|10921.88|1|0|0|orańska|piecki-migowo|gdansk|54.355949|18.580481
OSTATNIE 4pok na Jasieniu_GARAŻ+komórka_TRAMWAJ|71.0|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9366.41|1|0|0||jasień|gdansk|54.340089|18.560014
WIELKI tydzień Promocji_UMÓW spotkanie_GARAŻE+0pcc|62.8|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|8899.68|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
2 pokojowe mieszkanie dostępne od zaraz!|37.0|2.0|1-3|secondary|1|0|2022.0|0.0|Apartment|0.0|13918.92|1|0|0|franciszka sokoła|chwarzno-wiczlino|gdynia|54.490386|18.423491
Mieszkanie w świetnej lokalizacji, blisko SKM|48.76|3.0|4-7|secondary|1|1|1978.0|1.0|Apartment|1.0|12264.15|1|0|1|owsiana|cisowa|gdynia|54.548571|18.443583
Duża przestrzeń, świetna lokalizacja! Zobacz sam!|84.3|3.0|1-3|secondary|0|1|1998.0|1.0|Apartment|1.0|8659.54|1|0|0||leszczynki|gdynia|54.528925|18.482921
RABATY jakich nie było_12min od Gd Gł_GARAŻE_0pcc|56.5|3.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9049.56|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
OSTATNIE w tej cenie_WIELKI Tydzień Promocji_HALE|50.8|3.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|9458.66|0|1|1||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
WIELKIE RABATY_GARAŻE_parkingi_12min do Gdańsk Gł|43.45|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|10302.3|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
PROMOCJE do soboty włącznie_GARAŻE_12min Gdańk Gł|39.72|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|10297.33|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
WIELKIE rabaty do soboty_GARAŻE_dni otwarte_0pcc|37.01|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|10502.84|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801
OKAZYJNE ceny_WIELKIE rabaty do soboty_GARAŻE_0pcc|31.75|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|11196.06|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Gdynia, Obłuże Benisławskiego 23, 50,80 m2, II/IV|50.8|2.0|1-3|secondary|0|0|1977.0|0.0|Apartment|1.0|10157.48|1|0|0|benisławskiego|obłuże|gdynia|54.552186|18.508622
Apartament 150 M od plaży w Orłowie - Króla Jana|69.0|2.0|0|secondary|1|0|2011.0|0.0|Apartment|0.0|46376.81|0|0|1|króla jana iii|orłowo|gdynia|54.47844|18.560763
2 pokoje na Jaśkowej Dolinie|43.4|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|17700.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 pokoje na Jaśkowej Dolinie|71.51|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|15800.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 pokoje na Jaśkowej Dolinie|43.78|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|16200.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 pokoje na Jaśkowej Dolinie|43.4|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|17500.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 pokoje na Jaśkowej Dolinie|45.76|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|16000.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 pokoje na Jaśkowej Dolinie|45.91|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|15900.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
Piękne mieszkanie dwupoziomowe, słoneczne, kominek|94.0|4.0|1-3|secondary|1|0|1994.0|1.0|Apartment|1.0|10106.38|1|0|0|chabrowa|pustki cisowskie-demptowo|gdynia|54.543602|18.458985
Super lokalizacja, 2 pokoje gotowe do zamieszkania|29.0|2.0|1-3|secondary|0|0|1953.0|0.0|Apartment|1.0|20344.83|0|1|0|mieczysława karłowicza|strzyża|gdansk|54.385849|18.586639
Mieszkanie - Gdynia Dąbrowa|57.31|3.0|0|secondary|0|1|2026.0|1.0|Apartment|0.0|10734.99|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|75.66|4.0|1-3|secondary|0|1|2026.0|1.0|Apartment|0.0|9061.0|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|57.58|3.0|1-3|secondary|0|1|2026.0|1.0|Apartment|0.0|10778.0|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|74.55|4.0|1-3|secondary|0|1|2025.0|1.0|Apartment|0.0|9903.59|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|84.66|4.0|1-3|secondary|0|1|2026.0|1.0|Apartment|0.0|9158.0|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|82.35|4.0|1-3|secondary|0|1|2025.0|1.0|Apartment|0.0|9666.0|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Przytulne mieszkanie w pasie nadmorskim!|43.0|2.0|1-3|secondary|0|0|1975.0|1.0|Apartment|1.0|14418.6|1|0|0|kołobrzeska|przymorze|gdansk|54.404177|18.592665
2 pokoje gotowe_ogródek_dostepne od ręki !!!|35.55|2.0|0|primary|1|1|2023.0|1.0|Apartment|0.0|10686.36|0|1|1||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
"Wydanie Od Zaraz | Po Remoncie | Blisko Centrum"|48.0|3.0|4-7|secondary|1|0|1900.0|0.0|Apartment|1.0|12895.83|0|0|0|aleja grunwaldzka|wrzeszcz górny|gdansk|54.392494|18.583594
Wyjątkowe M3 ze słonecznym tarasem -os. Front Park|65.0|3.0|1-3|secondary|1|1|2018.0|1.0|Apartment|0.0|21476.92|1|0|0|sadowa|śródmieście|gdansk|54.344251|18.669081
Luksusowy apartament Gdańsk Neptun Park przy plaży|51.72|2.0|1-3|secondary|1|1|2017.0|1.0|Apartment|0.0|38650.43|1|0|0|wypoczynkowa 26|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.263278|18.607602
Sopot, nowy apartament z ogrodem, 8 minut do plaży|38.74|2.0|0|secondary|0|1|2023.0|0.0|Apartment|1.0|33298.92|0|1|1|lisie wzgórze|górny sopot|sopot|54.468501|18.513716
Nowe budownictwo, 2 miejsca parkingowe|73.0|3.0|1-3|secondary|1|1|2012.0|0.0|Apartment|1.0|25342.47|1|0|0|al. niepodległości|górny sopot|sopot|54.442402|18.559893
2  Pokoje I Żabianka I Blisko Morza|32.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|0.0|17781.25|0|0|0|jakuba wejhera|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.421773|18.5858
Mieszkanie blisko Parku Oruńskiego|36.0|2.0|0|secondary|0|0|1970.0|1.0|Apartment|1.0|12777.78|0|0|0|raduńska|orunia-św. wojciech-lipce|gdansk|54.323903|18.632939
Gdynia Redłowo/ 3 pokoje/ przy wejściu na plażę|58.5|3.0|0|secondary|1|1|2009.0|1.0|Apartment|0.0|19658.12|1|0|0|huzarska 1b|redłowo|gdynia|54.489278|18.556569
10min Skm I Przymorze I 7min Park Reagana|49.5|2.0|0|secondary|1|1|2006.0|0.0|Apartment|0.0|19979.8|0|0|0|śląska|przymorze|gdansk|54.406536|18.579977
Promocyjna cena! Apartament inwestycyjny obok Skm|25.88|1.0|0|secondary|1|1|2022.0|1.0|Apartment|0.0|15889.99|0|0|0|śląska 12|przymorze|gdansk|54.406171|18.576846
NAJTAŃSZE 3pok 15min od Gd Główny_Lidl_przystanek|55.85|3.0|4-7|primary|1|1|2024.0|1.0|Apartment|0.0|8605.1|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Kawalerka/ żabianka!!!|31.0|2.0|4-7|secondary|0|1|1980.0|1.0|Apartment|1.0|16419.35|1|0|0|gdyńska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.421443|18.576966
Sprzedam mieszkanie dwupokojowe|26.2|2.0|4-7|secondary|1|0|1965.0|1.0|Apartment|1.0|11832.06|0|0|0|ludwika zamenhofa|chylonia|gdynia|52.248571|20.995687
Gdańsk Jasień 4 pokoje spółdzielczo wł. z KW|75.93|4.0|1-3|secondary|0|0|1993.0|1.0|Apartment|1.0|9548.27|1|0|0|damroki|jasień|gdansk|54.341704|18.566283
Apartament wysoki standard Rivus Gdynia Orłowo|66.0|3.0|1-3|secondary|1|1|2017.0|0.0|Apartment|1.0|22712.12|1|0|0|bernadowska|orłowo|gdynia|54.475629|18.552093
412 350 Netto+ZGARNIJ bonus 26+27.04_5minSpichrzów|34.0|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|14918.38|1|0|0||śródmieście|gdansk|54.34902|18.6518
"Taras 20 m2 | Klimatyzacja | Kominek elektryczny"|85.62|4.0|1-3|secondary|1|1|2019.0|0.0|Apartment|0.0|22763.37|1|0|1|joachima lelewela|wrzeszcz dolny|gdansk|54.383786|18.610604
Centrum Gdańska - Inwestycja - Podział|129.0|4.0|1-3|secondary|0|0|1930.0|0.0|Apartment|1.0|12325.58|0|0|0|górka|śródmieście|gdansk|54.34974|18.639844
Piękny, duży trzypokojowy apartament nad morzem|64.77|3.0|8+|secondary|1|1|2024.0|1.0|Apartment|1.0|17909.53|1|0|1|starowiejska|letnica|gdansk|54.394982|18.646767
M.Postojowe za 0zł na DNI Otwarte 26-27.04 ODBIERZ|68.35|4.0|1-3|primary|1|1|2023.0|1.0|Apartment|0.0|9231.02|1|0|0|maćkowy|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Przymorze, 2 pokoje,45m2, 1km do plaży|45.0|2.0|4-7|secondary|0|0|1970.0|1.0|Apartment|1.0|14111.11|1|0|0|jagiellońska|przymorze|gdansk|54.354195|18.650385
2 Pokoje 52,55m2 Trakt Św. Wojciecha|52.55|2.0|1-3|secondary|1|0|1920.0|1.0|Apartment|1.0|7212.18|0|0|0|trakt św. wojciecha|orunia-św. wojciech-lipce|gdansk|54.3128|18.62944
Apartament ścisłe Centrum ul. Chmielna|46.7|2.0|1-3|secondary|1|1|2016.0|1.0|Apartment|0.0|20985.01|1|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253
Przestronne 3 pokoje !! Gdańsk Niepołomicka 50 !!|61.45|3.0|1-3|secondary|1|1|2023.0|1.0|Apartment|1.0|9764.02|1|0|0|niepołomicka 50|orunia górna - gdańsk południe|gdansk|54.323903|18.632939
ODBIERZ 3pok+PARKING+Dod Bonus na DNI otwarte26+27|54.87|3.0|1-3|primary|1|1|2023.0|1.0|Apartment|0.0|9595.77|1|0|0|maćkowy|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Wiszące Ogrody 4 pokoje 2 ogródki|72.5|4.0|0|secondary|0|1|2010.0|1.0|Apartment|1.0|16537.93|0|1|0|taneczna|jasień|gdansk|54.340089|18.560014
2 pokoje na Jaśkowej Dolinie do własnej aranżacji!|43.49|2.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|16700.0|0|1|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
4 pokoje na Jaśkowej Dolinie z ogrodem!|71.36|4.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|15400.0|0|1|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 pokoje na Jaśkowej Dolinie|45.92|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|15700.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
5 pokoi na Jaśkowej Dolinie z dwoma balkonami|89.86|5.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|16100.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
Słoneczne 3 pokoje, gotowe i w pełni wyposażone|57.3|3.0|4-7|secondary|1|1|2020.0|1.0|Apartment|0.0|12181.5|1|0|0|kazimierza wielkiego|orunia górna - gdańsk południe|gdansk|54.323903|18.632939
3-pokojowe Mieszkanie Gdańsk Przymorze|61.7|3.0|4-7|secondary|0|1|1979.0|1.0|Apartment|1.0|12949.76|1|0|0|lęborska|przymorze|gdansk|53.931427|18.840893
3-pokojowe mieszkanie dla rodziny na Jasieniu|71.1|3.0|1-3|secondary|1|1|2012.0|1.0|Apartment|0.0|11111.11|1|0|0||jasień|gdansk|54.340089|18.560014
OGRÓD+taras_PARKING za 0PLN_dodatkowy BONUS na 27g|69.02|4.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|9187.84|0|1|1||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Trzypokojowe mieszkanie Gdynia Fikakowo|80.14|3.0|1-3|secondary|0|0|1998.0|1.0|Apartment|1.0|9732.97|1|0|0||wielki kack|gdynia|54.46523|18.502931
"3 Min Do Skm | Ciche | Centrum Gdańska | Gotowiec"|66.19|3.0|0|secondary|1|1|2010.0|1.0|Apartment|0.0|16467.74|0|0|0|słowiańska|przymorze|gdansk|54.409714|18.576307
"Dla Rodziny | Obcokrajowcy | Spółdziecze Z Kw |"|100.0|4.0|4-7|secondary|0|0|1995.0|0.0|Apartment|1.0|8500.0|1|0|0|rycerza blizbora|jasień|gdansk|54.340044|18.562996
M. Postojowe za 0zł+ZGARNIJ dod BONUS na dni otw!|73.87|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9012.25|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Nowe jasne deweloperskie balkon parking komórka|67.0|3.0|1-3|secondary|1|0|2023.0|1.0|Apartment|0.0|8567.16|1|0|0|adm. józefa unruga|obłuże|gdynia|51.055154|17.018621
"Wrzeszcz | Inwestycja | Dla Rodziny | 4 Min Do Skm"|65.0|3.0|1-3|secondary|1|0|1950.0|1.0|Apartment|1.0|12292.31|0|0|0|aleja legionów|wrzeszcz dolny|gdansk|54.386133|18.61179
"Top Lokalizacja | Blisko Morza | Centrum Gdańsk"|63.96|3.0|0|secondary|1|1|2020.0|1.0|Apartment|0.0|25797.37|0|1|0|joachima lelewela|wrzeszcz dolny|gdansk|54.383786|18.610604
Mieszkanie z potencjałem. 2 pokoje blisko centrum|50.19|2.0|1-3|secondary|1|0|1955.0|1.0|Apartment|1.0|12492.53|0|0|0|zagrodowa|siedlce|gdansk|54.350296|18.627677
Gotowiec inwestycyjny 10 min. spacerem od morza!|21.0|1.0|4-7|secondary|1|0|1970.0|0.0|Apartment|0.0|20904.76|0|0|0|3 maja|śródmieście|gdynia|54.519963|18.535546
Mieszkanie Gdańsk Ujeścisko|55.0|2.0|0|secondary|0|0|1998.0|1.0|Apartment|1.0|11818.18|1|0|0|piotrkowska|ujeścisko-łostowice|gdansk|54.31911|18.591801
"Wiszące Ogrody | 3 Pokoje | Miejsce W Hali Garaż."|62.22|3.0|4-7|secondary|1|1|2016.0|1.0|Apartment|0.0|12054.0|1|0|0|przytulna|jasień|gdansk|54.340089|18.560014
"4 Pokoje | Dwa Miejsca W Hali | Osiedle Strzeżone"|93.4|4.0|1-3|secondary|1|1|2006.0|1.0|Apartment|0.0|13383.3|1|0|0|myśliwska|piecki-migowo|gdansk|54.350849|18.567059
"Doskonała Lokalizacja | 3 Pokoje | Szybkie Wydanie"|70.0|3.0|1-3|secondary|1|0|2005.0|1.0|Apartment|0.0|11142.86|1|1|0|anny jagiellonki|chełm|gdansk|54.327024|18.602175
"Widok na morze | Blisko do Plaży | Przymorze"|82.0|4.0|4-7|secondary|1|1|2021.0|1.0|Apartment|1.0|27426.83|1|0|0|prezydenta lecha kaczyńskiego|przymorze|gdansk|54.410915|18.600982
Mieszkanie - Gdynia Dąbrowa|38.68|2.0|1-3|primary|0|1|2026.0|1.0|Apartment|0.0|12419.98|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|41.44|2.0|0|primary|0|1|2026.0|1.0|Apartment|0.0|11966.0|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|40.85|2.0|1-3|primary|0|1|2026.0|1.0|Apartment|0.0|12506.0|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|46.16|2.0|0|primary|0|1|2026.0|1.0|Apartment|0.0|11663.99|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|41.68|2.0|4-7|primary|0|1|2026.0|1.0|Apartment|0.0|12732.99|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|50.56|3.0|1-3|primary|0|1|2026.0|1.0|Apartment|0.0|11286.0|1|0|0|rdestowa|dąbrowa|gdynia|54.473863|18.465794
Wyjątkowy 4 pok. apartament w Śródmieściu Gdyni|90.6|4.0|1-3|secondary|1|1|1938.0|1.0|Apartment|0.0|18752.76|1|0|0|antoniego abrahama|śródmieście|gdynia|54.51678|18.540095
Wykończony Apartament w otulinie lasu w Orłowie|105.26|4.0|1-3|secondary|1|0|2019.0|0.0|Apartment|1.0|28500.85|1|1|1|bernadowska|orłowo|gdynia|54.475629|18.552093
Mieszkanie do własnej aranżacji blisko plaży|36.44|2.0|1-3|secondary|1|0|1970.0|0.0|Apartment|1.0|12623.49|0|0|0|wrzosy|stogi|gdansk|54.363686|18.710865
Kameralne mieszkanie 3 pokojowe na Przymorzu Małym|76.0|3.0|1-3|secondary|1|1|2000.0|1.0|Apartment|1.0|16578.95|1|1|0|wojciecha kętrzyńskiego|przymorze|gdansk|54.411959|18.58279
Dwa apartamenty+garaż Stare Miasto Chmielna Gdańsk|47.0|2.0|4-7|secondary|1|1|2016.0|1.0|Apartment|0.0|27404.26|0|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253
Ustawne 2 pokoje do własnej aranżacji - Grabówek!|37.0|2.0|4-7|secondary|0|0|1960.0|1.0|Apartment|0.0|11081.08|1|0|0|gen. orlicz-dreszera|leszczynki|gdynia|54.53102|18.49195
Mieszkanie - Gdynia Śródmieście|35.0|1.0|1-3|secondary|0|1|1960.0|1.0|Apartment|1.0|17714.29|0|0|0|antoniego abrahama|śródmieście|gdynia|54.51678|18.540095
"Morena | 2 pokoje | miejsce w hali | winda | 2019"|35.0|2.0|4-7|secondary|1|1|2019.0|0.0|Apartment|1.0|15857.14|1|0|0|dolne migowo 13a|brętowo|gdansk|54.356086|18.570076
Zielone Osiedle / 2018 / gotowe do wprowadzenia|39.2|2.0|1-3|secondary|0|0|2018.0|0.0|Apartment|0.0|14030.61|0|0|0|potęgowska|jasień|gdansk|54.340089|18.560014
Loft z ogromnym tarasem i widokiem. Blisko Pkm!|47.01|2.0|4-7|secondary|1|1|2021.0|1.0|Apartment|0.0|12741.97|1|0|1|prof. mariana osińskiego|jasień|gdansk|54.349957|18.537329
Mieszkanie - Gdynia Śródmieście|35.0|1.0|1-3|secondary|0|1|1960.0|1.0|Apartment|1.0|17714.29|0|0|0|antoniego abrahama|śródmieście|gdynia|54.51678|18.540095
Sprzedam Mieszkanie-Bez Pośredników|48.22|2.0|0|secondary|1|1|2010.0|1.0|Apartment|1.0|10472.83|1|0|0|aleksandra dulina 6|ujeścisko-łostowice|gdansk|54.321772|18.577121
Dwa pokoje, oddzielna kuchnia, dwa balkony !|55.52|2.0|1-3|secondary|0|1|2011.0|1.0|Apartment|0.0|10446.69|1|0|0|leszczynowa|jasień|gdansk|54.340089|18.560014
Blisko tramwaj, dwa niezależne pokoje|43.1|2.0|1-3|secondary|0|1|2007.0|1.0|Apartment|0.0|12737.82|1|0|0|wawelska|chełm|gdansk|54.328405|18.612242
"Apartament Stare Miasto| 3 Pokoje| Wysoki Standard"|56.0|3.0|1-3|secondary|0|0|1950.0|0.0|Apartment|1.0|17839.29|0|0|0|szeroka|śródmieście|gdansk|54.351277|18.653681
Chełm 2 pokoje! Dostępne od ręki!|41.1|2.0|1-3|secondary|0|1|1986.0|0.0|Apartment|0.0|12384.43|1|0|0|wincentego witosa|śródmieście|gdansk|54.338362|18.614496
2 Pokoje I Garaż I Balkon|48.9|2.0|1-3|secondary|1|0|1999.0|0.0|Apartment|1.0|12044.99|1|0|0|gryfa pomorskiego|wielki kack|gdynia|54.466994|18.488184
Gotowe mieszkanie w najlepszej lokalizacji!!!|55.0|3.0|1-3|secondary|1|1|1950.0|1.0|Apartment|1.0|12709.09|1|0|0||wzgórze św. maksymiliana|gdynia|54.50296|18.542419
Mieszkanie do wejścia na Wielkim Kacku !!!|51.0|2.0|0|secondary|0|0|2000.0|0.0|Apartment|1.0|10764.71|0|0|0|gryfa pomorskiego|wielki kack|gdynia|54.466994|18.488184
Gotowy do zamieszkania apartament nad morzem!|88.0|4.0|4-7|secondary|1|1|2023.0|0.0|Apartment|0.0|17045.44|1|0|0||letnica|gdansk|54.337888|18.671963
2 pokoje na Jaśkowej Dolinie do własnej aranżacji!|43.48|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|17000.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
4 pokoje na Jaśkowej Dolinie|71.51|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|15600.0|1|0|0|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
Mieszkanie 4 pokoje, piękny widok, wysoki standard|86.04|4.0|4-7|secondary|1|1|2022.0|1.0|Apartment|0.0|14528.13|0|0|1|życzliwa|jasień|gdansk|54.340089|18.560014
Jedyny taki apartament na Polskim Haku|76.88|4.0|4-7|secondary|1|1|2023.0|1.0|Apartment|0.0|31204.47|1|0|0|sienna grobla|śródmieście|gdansk|54.356946|18.667037
Nietuzinkowe mieszkanie 10 min od centrum Gdańska|58.0|2.0|4-7|secondary|0|1|2022.0|0.0|Apartment|0.0|12568.97|0|0|0|przemyska|ujeścisko-łostowice|gdansk|54.31911|18.591801
Trzy pokoje dla Twojej rodziny.|55.7|3.0|1-3|secondary|1|1|2019.0|0.0|Apartment|0.0|14165.17|1|0|0|myśliwska|piecki-migowo|gdansk|54.350849|18.567059
Mieszkanie dwupokojowe na Przymorzu, Kołobrzeska|35.5|2.0|4-7|secondary|1|0|1980.0|0.0|Apartment|1.0|14507.04|1|0|0|kołobrzeska|przymorze|gdansk|54.404177|18.592665
Centrum Wrzeszcza - kawalerka|35.0|1.0|1-3|secondary|0|0|1960.0|0.0|Apartment|0.0|16714.26|1|0|0|al. grunwaldzka|wrzeszcz górny|gdansk|54.392494|18.583594
Wykończone mieszkanie w nowym budownictwie!|47.0|2.0|0|secondary|1|1|2023.0|1.0|Apartment|0.0|12744.68|0|1|0|topazowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Wiszące Ogrody! 3 oddzielne pokoje! Osobna kuchnia|64.0|3.0|1-3|secondary|0|1|2012.0|1.0|Apartment|0.0|12484.38|0|0|0|przytulna|jasień|gdansk|54.340089|18.560014
